OTU	SRR19709989	SRR19709990	SRR19709991	SRR19709992	SRR19709993	SRR19709994	SRR19709995	SRR19709997	SRR19709998	SRR19709999	SRR19710000	SRR19710001	SRR19710002	SRR19710003	SRR19710004	SRR19710005	SRR19710006	SRR19710009	SRR19710010	SRR19710011	SRR19710012	SRR19710013	SRR19710014	SRR19710015	SRR19710016	SRR19710017	SRR19710018	SRR19710019	SRR19710020	SRR19710021	SRR19710022	SRR19710023	SRR19710025	SRR19710026	SRR19710027	SRR19710028	SRR19710029	SRR19710030	SRR19710031	SRR19710032	SRR19710033	SRR19710034	SRR19710036	SRR19710037	SRR19710038	SRR19710039	SRR19710040	SRR19710041	SRR19710042	SRR19710043	SRR19710044	SRR19710045	SRR19710048	SRR19710049	SRR19710050	SRR19710051	SRR19710088	SRR19710089	SRR19710090	SRR19710091	SRR19710092	SRR19710093	SRR19710094	SRR19710095	SRR19710097	SRR19710098	SRR19710099	SRR19710100	SRR19710101	SRR19710102	SRR19710103	SRR19710104	SRR19710105	SRR19710106	SRR19710108	SRR19710109	SRR19710110	SRR19710111	SRR19710112	SRR19710113	SRR19710114	SRR19710115	SRR19710116	SRR19710117	SRR19710119	SRR19710120	SRR19710121	SRR19710124	SRR19710125	SRR19710126	SRR19710128	SRR19710129	SRR19710130	SRR19710131	SRR19710132	SRR19710133	SRR19710134	SRR19710135	SRR19710136	SRR19710137	SRR19710139	SRR19710140	SRR19710141	SRR19710142	SRR19710143	SRR19710144	SRR19710145	SRR19710146	SRR19710147	SRR19710148	SRR19710150	SRR19710151	SRR19710152	SRR19710153	SRR19710154	SRR19710155	SRR19710156	SRR19710157	SRR19710158	SRR19710159	SRR19710160	SRR19710161	SRR19710162	SRR19710163	SRR19710164	SRR19710165	SRR19710167	SRR19710168	SRR19710169	SRR19710170	SRR19710171	SRR19710172	SRR19710173	SRR19710174	SRR19710175	SRR19710176	SRR19710178	SRR19710179	SRR19710180	SRR19710181	SRR19710182	SRR19710183	SRR19710184	SRR19710185	SRR19710186	SRR19710187	SRR19710189	SRR19710190	SRR19710191	SRR19710192	SRR19710193	SRR19710194	SRR19710195	SRR19710230	SRR19710231	SRR19710233	SRR19710234	SRR19710235	SRR19710236	SRR19710237	SRR19710238	SRR19710239	SRR19710240	SRR19710241	SRR19710242	SRR19710244	SRR19710245	SRR19710246	SRR19710247	SRR19710248	SRR19710249	SRR19710250	SRR19710251	SRR19710252	SRR19710253	SRR19710255	SRR19710256	SRR19710257	SRR19710258	SRR19710259	SRR19710260	SRR19710261	SRR19710262	SRR19710263	SRR19710264	SRR19710266	SRR19710267	SRR19710268	SRR19710269	SRR19710270	SRR19710272	SRR19710273	SRR19710274	SRR19710275	SRR19710276	SRR19710277	SRR19710278	SRR19710279	SRR19710280	SRR19710281	SRR19710283	SRR19710284	SRR19710285	SRR19710286	SRR19710287	SRR19710288	SRR19710289	SRR19710290	SRR19710291	SRR19710292
C1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	3	0	0	0	7	7	616	3	0	313	0	0	0	950	2	109	348	22	0	59	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	7	211	0	37	0	0	12	10	11	3	8	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	5	9	4	2	0	0	0	1	8	0	0	2	3	0	1	1	2	0	0	5	3	1	6	26	1248	33	0	0	0	0	0	0	0	0	0	6	0	4	1	8	0	0	0	1	0	0	0	2	0	0	0	0	0	10	6	0	0	0	0	2	20	0	3	4	4	0	0	2	0	0	0
C1854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	1	1	1	0	0	3	0	1	0	4	6	6	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	35	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	1	1	0	1	0	4	0	0	3	0	0	0	3	4	7	11	1	0	0	6	1	0	0	7	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	6	0	1	2	0	0	0	0	0	0	0	0	2	0	5	0	0	2	0	0	0	6	0	6	1	0	1	2	0	168	0	0	0	0	0	0	0	3	1	1	4	1	1	3	0	6	0	0	0	0	2	0	0	0	0	11	0	0	0	0	0	0	2	0	0	4	2	0	1	6	0	0	0	0
C1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
C1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	60	10	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	2	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	34	4	8	7	4	10	32	20	30	43	14	1	25	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	3	1	6	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	7	15	0	0	0	1	1	17	0	0	0	0	0	5	1	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	10	0	1	2	2	3	1	41	1	0	0	0	1	0	0	0	0	0	2	0	16	3	4	8	16	4	15	0	0	2	1	0	0	0	0	0	7	2	1	0	0	0	2	8	0	0	0	0	0	0	0	0	4	1
C1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	65	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	109	21	10	0	50	0	19	53	2	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	1	0	3	1	3	1	0	3	0	0	0	0	0	0	0	2	0	0	0	2	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	8	5	0	0	0	1	5	1	8	0	0	0	1	0	0	0	0	1	6	0	0	3	43	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	3	0	1	0	1	11	0	0	0	0	0	0
C1860	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	47	75	14	1	10	112	12	0	4	0	0	1	1	2	2	2	15	0	40	5	0	3	0	9	1	10	0	0	1	0	0	3	4	0	0	44	28	80	28	6	8	7	9	31	55	10	6	91	9	1	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	60	141	17	0	14	15	12	27	11	0	22	0	155	19	31	103	44	6	7	8	1	8	7	3	120	0	4	6	1	2	13	2	0	0	4	2	1	2	0	2	2	1	10	3	6	92	14	8	8	4	18	22	78	2	30	0	0	38	18	33	45	47	60	0	21	24	188	8	0	26	36	8	3	1	10	11	0	0	0	1	1	0	0	1	2	3	41	60	46	11	1	2	1	3	0	60	60	13	0	1	1	0	19	6	6	1	6	5	0	6	7	2	64	29	2	5	3	2	1	4	0
C1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	1	0	0	0	0	26	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	5	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	2	0	0	1	0	0	32	1	17	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	11	10	27	33	1	0	15	3	14	6	4	11	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	3	2	5	2	5	10	24	51	5	0	14	0	0	5	7	0	3	2	18	0	0	0	0	0	1	5	0	18	8	17	29	0	0	0	1	0	10	0	0	4	0	0	3	3	8	16	1	3	9	2	9	0	1	0	0	1	0	2	0	5	0	1	0	3	10	6	8	1	0	6	26	4	4	7	12	4	21	2	0	0	0	1	0	1	0	1	1	7	3	6	14	0	2	3	0	34	9	5	0	0	1	0	0	18	1	79	0	0	0	9	0	32	5	9	7	4	1	0	6	0	0
C1868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	62	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	22	12	66	0	0	0	4	2	8	1	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	14	5	1	2	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	3	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	19	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	2	5	3	1	1	0	0	0	0	0	3	24	15	0	0	1	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	23	45	62	25	38	16	2	18	18	57	31	13	23	3	25	8	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	4	5	24	6	31	18	9	0	47	0	2	5	3	2	1	3	0	8	7	3	0	27	14	3	1	20	21	37	16	0	0	0	11	3	7	4	4	9	3	6	1	1	2	1	4	0	0	2	8	1	1	3	1	4	0	24	0	1	2	3	4	0	15	14	2	9	0	7	81	4	23	16	42	10	2	1	0	8	4	5	0	18	5	5	1	23	17	16	5	1	8	7	0	2	2	50	0	7	0	0	2	11	6	18	3	0	0	14	2	0	0	0	4	1	0	1	1	23	7
C1874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	58	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	54	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	2	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
C1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	3	1	2	4	0	0	0	0	0	0	3	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	6	2	6	3	6	7	12	3	0	1	1	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	10	4	9	1	15	4	0	2	11	0	1	0	1	3	0	2	0	0	1	6	0	0	8	2	2	15	17	3	3	0	0	0	1	9	1	11	9	8	8	1	3	4	0	0	2	0	1	1	6	1	0	1	0	0	0	2	0	0	0	0	0	0	4	5	0	4	0	2	9	1	0	1	10	12	38	0	0	13	5	0	1	14	3	11	1	32	24	9	3	0	10	0	0	0	1	22	0	0	0	0	2	4	3	35	0	0	0	3	0	1	0	1	1	0	1	0	3	24	3
C1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	32	9	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	13	46	1	1	7	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	30	6	0	0	0	5	1	27	21	0	0	0
C1878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	4	0	0	0	0	1	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	1	1	0	3	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3	1	0	3	2	0	0	0	0	1	3	1	1	2	0	0	4	7	0	1	1	1	1	3	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0	2	0	2	0	0	1	1	1	0	0	0	0	0	0	1	0	5	0	7	2	3	0	0	3	0	0	0	0	4	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
C1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	3	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	7	7	1	0	22	3	5	19	1	3	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	9	4	3	0	1	0	0	7	0	1	1	0	0	1	0	0	3	0	0	13	0	4	6	8	7	0	0	0	0	0	0	0	2	0	0	0	1	5	0	1	0	0	0	3	0	6	0	0	0	0	0	0	0	0	3	2	3	0	7	2	1	0	0	9	7	1	1	0	7	0	0	0	0	16	2	0	0	8	0	0	3	2	5	2	1	15	2	14	0	8	12	0	0	0	0	0	0	23	3	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
C1880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18	7	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	9	7	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	13	4	15	28	22	10	4	1	8	7	45	4	6	8	32	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	4	147	14	63	2	37	0	2	1	2	4	4	1	36	0	0	0	0	0	1	4	0	33	4	4	0	0	0	1	6	0	0	0	0	0	0	0	2	0	1	0	2	0	3	3	11	5	2	0	1	0	0	1	1	0	15	2	2	0	12	12	1	0	0	21	11	0	4	3	61	2	0	0	0	0	0	1	0	0	0	94	1	162	94	70	8	5	4	8	1	0	3	61	0	0	0	0	0	18	9	7	0	0	0	1	11	0	0	0	2	0	0	0	0	0	0
C1884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	4	1	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C1885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	3	0	0	0	2	0	0	1	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	12	0	19	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
