OTU	SRR19709989	SRR19709990	SRR19709991	SRR19709992	SRR19709993	SRR19709994	SRR19709995	SRR19709997	SRR19709998	SRR19709999	SRR19710000	SRR19710001	SRR19710002	SRR19710003	SRR19710004	SRR19710005	SRR19710006	SRR19710009	SRR19710010	SRR19710011	SRR19710012	SRR19710013	SRR19710014	SRR19710015	SRR19710016	SRR19710017	SRR19710018	SRR19710019	SRR19710020	SRR19710021	SRR19710022	SRR19710023	SRR19710025	SRR19710026	SRR19710027	SRR19710028	SRR19710029	SRR19710030	SRR19710031	SRR19710032	SRR19710033	SRR19710034	SRR19710036	SRR19710037	SRR19710038	SRR19710039	SRR19710040	SRR19710041	SRR19710042	SRR19710043	SRR19710044	SRR19710045	SRR19710048	SRR19710049	SRR19710050	SRR19710051	SRR19710088	SRR19710089	SRR19710090	SRR19710091	SRR19710092	SRR19710093	SRR19710094	SRR19710095	SRR19710097	SRR19710098	SRR19710099	SRR19710100	SRR19710101	SRR19710102	SRR19710103	SRR19710104	SRR19710105	SRR19710106	SRR19710108	SRR19710109	SRR19710110	SRR19710111	SRR19710112	SRR19710113	SRR19710114	SRR19710115	SRR19710116	SRR19710117	SRR19710119	SRR19710120	SRR19710121	SRR19710124	SRR19710125	SRR19710126	SRR19710128	SRR19710129	SRR19710130	SRR19710131	SRR19710132	SRR19710133	SRR19710134	SRR19710135	SRR19710136	SRR19710137	SRR19710139	SRR19710140	SRR19710141	SRR19710142	SRR19710143	SRR19710144	SRR19710145	SRR19710146	SRR19710147	SRR19710148	SRR19710150	SRR19710151	SRR19710152	SRR19710153	SRR19710154	SRR19710155	SRR19710156	SRR19710157	SRR19710158	SRR19710159	SRR19710160	SRR19710161	SRR19710162	SRR19710163	SRR19710164	SRR19710165	SRR19710167	SRR19710168	SRR19710169	SRR19710170	SRR19710171	SRR19710172	SRR19710173	SRR19710174	SRR19710175	SRR19710176	SRR19710178	SRR19710179	SRR19710180	SRR19710181	SRR19710182	SRR19710183	SRR19710184	SRR19710185	SRR19710186	SRR19710187	SRR19710189	SRR19710190	SRR19710191	SRR19710192	SRR19710193	SRR19710194	SRR19710195	SRR19710230	SRR19710231	SRR19710233	SRR19710234	SRR19710235	SRR19710236	SRR19710237	SRR19710238	SRR19710239	SRR19710240	SRR19710241	SRR19710242	SRR19710244	SRR19710245	SRR19710246	SRR19710247	SRR19710248	SRR19710249	SRR19710250	SRR19710251	SRR19710252	SRR19710253	SRR19710255	SRR19710256	SRR19710257	SRR19710258	SRR19710259	SRR19710260	SRR19710261	SRR19710262	SRR19710263	SRR19710264	SRR19710266	SRR19710267	SRR19710268	SRR19710269	SRR19710270	SRR19710272	SRR19710273	SRR19710274	SRR19710275	SRR19710276	SRR19710277	SRR19710278	SRR19710279	SRR19710280	SRR19710281	SRR19710283	SRR19710284	SRR19710285	SRR19710286	SRR19710287	SRR19710288	SRR19710289	SRR19710290	SRR19710291	SRR19710292
C3878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	2	1	3	5	1	0	0	14	13	3	52	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	17	6	0	1	0	1	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
C3879	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	5	9	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	8	0	0	1	9	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	25	0	0	0	0	0	2	1	2	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0	0	0
C3886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	6	0	15	3	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3	3	1	0	2	0	0	0	0	2	1	0	2	0	0	0	0	0	0	2	4	1	13	6	0	0	0	0	0	1	0	1	5	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	10	2	1	0	0	0	4	0	1	0	1	4	0	1	2	0	0	0	0	0	0	1	1	1	2	6	2	0	1	4	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	1
C3887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
C3894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
C3895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	5	0	0	4	4	8	12	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	7	0	4	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	18	20	0	0	0	0	9	0	1	0	0	0	0	0	11	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	6	2	10	15	0	20	1	0	0	0	0	0	0	0	49	1	0	0	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	18	8	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0
C3906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	4	0	3	2	0	5	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	4	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	4	5	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	5	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	5	0	1	1	0
C3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	1	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	3	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	3	0	0	1	0	0	0	0	0	0	0	1	4	0	2	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
C3927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	0	2	2	0	7	8	21	4	0	6	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	2	1	4	1	1	0	6	4	1	0	0	0	0	3	0	0	0	0	0	0	0	1	1	5	6	2	0	8	4	3	8	0	0	0	2	0	0	0	7	2	0	0	2	1	1	1	1	4	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	7	3	3	2	1	1	4	1	5	7	7	0	0	2	0	2	0	0	0	1	2	5	3	6	2	4	3	1	8	1	0	2	1	5	0	4	3	0	0	1	0	8	0	0	0	1	0	4	0	1	0	17	3	0	0	1	1
C3928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	2	6	1	1	2	1	0	0	3	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	3	0	17	5	0	1	11	0	0	1	1	0	0	2	0	0	0	6	0	0	0	1	0	5	3	1	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	2	0	0	5	3	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	2	0	0	4	1	0	1	3	0	6	0	0	0	0	1	0	0	2	5	0	5	4	4	1	0	7	1	0	0	0	4	0	0	0	0	0	0	1	26	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
C3931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	6	1	0	0	0	0	0	0	1	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	18	16	56	0	11	0	0	2	3	6	4	4	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	8	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	1	2	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	1	23	8	4	0	0	0	2	1	2	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	5	3	2	1	0	0	0	0	0	0	0	3	1	0	2	0	0	3	1	0	0	0	0	1	0	0	0	2	0	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
C3937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3942	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	10	0	0	0	0	0	0	1	0	0	169	4	1326	1	4	25	0	0	0	1112	1	53	810	0	0	1	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	14	0	1	0	10	43	0	10	866	0	0	2	7	13	1	16	0	101	0	2	2	0	0	47	0	155	21	1	88	0	0	5	0	0	0	0	0	0	5	0	1	0	2	7	0	0	0	3	155	259	296	0	0	0	0	4	9	1	11	3	7	1	1	2	10	5	0	0	33	12	221	24	87	0	0	17	0	0	4	0	0	0	0	1	0	1	9	0	0	0	0	0	1	2	37	115	0	0	0	0	0	283	99	31	1	0	0	70	1	6	7	59	2	12	0	10	0	0	0
C3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	126	0	1	608	63	67	110	0	0	0	0	0	0	0	2	0	0	0	4	5	1	1	0	40	2	4	1	1	17	2	0	1	2	0	0	75	689	10	24	136	0	110	12	147	13	7	33	7	10	1	28	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2	159	94	328	91	124	89	249	193	33	85	802	0	9	31	18	18	7	17	1	118	0	78	1	1	0	453	1	311	982	82	49	2	12	5	4	45	1	200	8	0	295	58	279	152	0	4	186	23	22	55	623	40	10	0	2	2	0	100	5	3	15	5	4	4	236	168	7	87	0	119	135	10	13	3	1	2	9	15	0	4	9	0	0	6	80	190	422	610	631	475	15	4	122	9	0	0	0	323	0	2	10	0	0	316	231	1508	18	0	1	35	10	0	0	0	13	145	6	12	8	46	10
C3944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	8	19	14	3	1	14	11	15	31	8	2	0	17	7	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	0	9	0	17	8	1	0	34	0	0	0	0	0	0	1	0	1	0	4	1	0	0	0	0	7	0	6	0	0	0	0	0	7	1	1	0	0	3	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	10	0	0	1	11	2	6	0	0	0	1	0	0	0	1	8	0	15	10	3	4	3	7	13	0	0	0	6	0	0	1	0	0	3	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
C3945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	5	2	1	2	1	0	1	0	5	1	14	1	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	5	3	1	0	223	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	2	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C3946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	3	4	14	0	1	0	1	39	30	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	3	1	0	0	1	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	11	3	5	17	1	23	5	12	12	25	10	2	3	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	1	2	2	4	4	3	2	0	15	0	0	0	3	0	0	0	0	0	0	4	0	0	14	3	0	1	2	5	16	0	0	0	1	2	11	1	0	0	0	0	6	3	9	2	4	0	0	0	3	0	1	0	0	0	0	1	0	0	0	1	1	0	3	3	6	3	0	2	9	2	1	35	6	3	21	0	0	0	0	2	0	0	0	7	0	12	8	9	6	4	19	6	0	1	3	33	0	1	0	0	0	2	0	12	0	0	0	4	3	2	0	1	2	12	3	0	6	0	0
C3949	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	301	53	15	13	82	3	33	50	40	48	68	35	56	24	8	109	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	3	2	4	1	258	12	120	47	369	24	192	0	0	3	4	0	1	2	8	6	0	3	0	1	0	24	0	27	22	50	4	0	0	0	4	13	13	3	0	0	1	2	8	2	13	17	0	8	4	19	7	21	3	0	0	0	0	0	3	0	2	0	0	1	62	32	1	16	0	36	12	5	66	8	226	3	8	4	3	2	3	0	0	5	3	10	0	11	10	8	51	9	23	64	0	44	134	8	0	3	4	0	0	16	0	31	0	0	0	2	12	0	0	2	1	0	0	0	3	1	2
