FileType	fastq	Read submission file type
sample	study	instrument_model	library_name	library_source	library_selection	library_strategy	library_layout	file_name	file_md5	library_construction_protocol
B129S25	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S25.fastq.gz	6e735452235cc1b1a6aa950071966bc9	Nanopore SQK-LSK114
B129S26	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S26.fastq.gz	b15bb323d7001273aeb2f54054d104d1	Nanopore SQK-LSK114
B129S27	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S27.fastq.gz	7df874352a5e48159df8fb630042c6a9	Nanopore SQK-LSK114
B129S28	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S28.fastq.gz	02afaacc5cca4de76c9ef397ed791e14	Nanopore SQK-LSK114
B129S29	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S29.fastq.gz	1b67007a19e3c60b93227754494af355	Nanopore SQK-LSK114
B129S2	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S2.fastq.gz	dcbb214f2a1a065da4c84cac9fdf7ae2	Nanopore SQK-LSK114
B129S30	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S30.fastq.gz	ebc94f1991e4ab2a95cd979a302f0f2f	Nanopore SQK-LSK114
B129S3	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S3.fastq.gz	867897bfc7eeddfdf1404356c0cfd417	Nanopore SQK-LSK114
B129S4	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S4.fastq.gz	a59fe3445dcab3b0271459998c58520b	Nanopore SQK-LSK114
B129S5	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S5.fastq.gz	65490172ecbdca234c45d2a8ff057f46	Nanopore SQK-LSK114
B129S6	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S6.fastq.gz	fb55ad7779cbc98929619af70e2c2818	Nanopore SQK-LSK114
B129S7	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S7.fastq.gz	f5dfcfc6d8b3454765b2cf59d4cce533	Nanopore SQK-LSK114
B129S8	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S8.fastq.gz	8e39bf8a03f88cb0520121e4f3e0cc3e	Nanopore SQK-LSK114
B129S9	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S9.fastq.gz	8da0dd9fea9ff47c12efb0c291b456e2	Nanopore SQK-LSK114
B130S1	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B130S1.fastq.gz	c068edefe36c23822382e2b9e95e74b2	Nanopore SQK-LSK114
B130S2	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B130S2.fastq.gz	f4b22ed3e7215487a9bbcf9a29bfea0f	Nanopore SQK-LSK114
B130S3	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B130S3.fastq.gz	efa3f690d9924997d1e27df251fc38f1	Nanopore SQK-LSK114
B130S4	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B130S4.fastq.gz	c87a593687abbb6770f627cf192d9edf	Nanopore SQK-LSK114
B131S1	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B131S1.fastq.gz	edfca3b6b491e04e334d35de8b691f40	Nanopore SQK-LSK114
B131S2	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B131S2.fastq.gz	af22e3062707807250e49123402e2554	Nanopore SQK-LSK114
B131S3	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B131S3.fastq.gz	4997002de4d1aa635610666b08a901cf	Nanopore SQK-LSK114
B131S4	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B131S4.fastq.gz	807a6f8001a7cfabb0653e4386b3fae1	Nanopore SQK-LSK114
B131S5	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B131S5.fastq.gz	c915626ea240b9daad1aec90a268e05d	Nanopore SQK-LSK114
B131S6	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B131S6.fastq.gz	79739444fe3da69d4a3231f95f83760a	Nanopore SQK-LSK114
B131S7	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B131S7.fastq.gz	f1eea067b18ea11d74ddfd708a459bb6	Nanopore SQK-LSK114
B132S1	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B132S1.fastq.gz	7fff1173b58e5a49def4ea4fe98c7642	Nanopore SQK-LSK114
B132S2	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B132S2.fastq.gz	b81df72e1aef6b20f5fe378f431117ab	Nanopore SQK-LSK114
B132S3	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B132S3.fastq.gz	882fa73d5f32af46dc3e4f3233e4d97e	Nanopore SQK-LSK114
B133S10	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S10.fastq.gz	98da4b9ac8821dae6e452259eb24578b	Nanopore SQK-LSK114
B133S11	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S11.fastq.gz	4e9d139a2b130bf33d3488dfbb1c6ad3	Nanopore SQK-LSK114
B133S12	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S12.fastq.gz	9c9d135690106d249a66eb7c7853a463	Nanopore SQK-LSK114
B133S13	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S13.fastq.gz	10cbfd6e91c4df58686364bec353aaab	Nanopore SQK-LSK114
B133S14	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S14.fastq.gz	df66bb8e0be3e71e4a68f5a2cbcab673	Nanopore SQK-LSK114
B133S1	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S1.fastq.gz	d508ed27f723fa69b6ff77abbfd04f6e	Nanopore SQK-LSK114
B133S2	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S2.fastq.gz	602435cb7f5bfb80af93081e3196d60b	Nanopore SQK-LSK114
B133S3	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S3.fastq.gz	0b66ede2cd5ff8d30b0259f136f0f641	Nanopore SQK-LSK114
B133S4	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S4.fastq.gz	5716c98a73043e479202dcf6870d5b45	Nanopore SQK-LSK114
B133S5	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S5.fastq.gz	c130c5f8781dbe9cca7cdf301c377c3d	Nanopore SQK-LSK114
B133S6	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S6.fastq.gz	d33ef46eeac9abb2d7504585125f926b	Nanopore SQK-LSK114
B133S7	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S7.fastq.gz	9ff7bd0b3cbbef30cf4fc7f88c324f9b	Nanopore SQK-LSK114
B133S8	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S8.fastq.gz	c17464e19ec10c6be4cdd99fbe044a74	Nanopore SQK-LSK114
B133S9	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B133S9.fastq.gz	c17bb5a10ca29d38675e6797e8d6c6f0	Nanopore SQK-LSK114
B135S10	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S10.fastq.gz	87f5341e9274bd4f3cd7960aa77fb750	Nanopore SQK-LSK114
B135S11	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S11.fastq.gz	2d11d27a8fd38d2fe6d6940d60f6ae98	Nanopore SQK-LSK114
B135S12	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S12.fastq.gz	76b2aec86c575748abf7fd93701805ff	Nanopore SQK-LSK114
B135S13	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S13.fastq.gz	e45f48d8d9e7adace6d8b115d2a1706c	Nanopore SQK-LSK114
B135S14	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S14.fastq.gz	cd603131f09f1e95dc6bf122e8185e64	Nanopore SQK-LSK114
B135S15	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S15.fastq.gz	0a6cc2eb061c29f36503194bc4077727	Nanopore SQK-LSK114
B135S16	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S16.fastq.gz	30af2c4ee5090cbbc1a8437dec570929	Nanopore SQK-LSK114
B135S17	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S17.fastq.gz	255d0676573866b9e77d74b95a798adc	Nanopore SQK-LSK114
B135S18	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S18.fastq.gz	40a42bf91f5f5920c109c2731c45c4f2	Nanopore SQK-LSK114
B135S19	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S19.fastq.gz	f73648f213ef1b385278609588da9de9	Nanopore SQK-LSK114
B135S1	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S1.fastq.gz	39299da5d04ebec74d1fcbd357debe63	Nanopore SQK-LSK114
B135S20	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S20.fastq.gz	685294652efa3ffbb17072153cbfea35	Nanopore SQK-LSK114
B135S21	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S21.fastq.gz	21f797c88f2f858a4f2a736a52ca8141	Nanopore SQK-LSK114
B135S22	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S22.fastq.gz	1439eef67fcfab0e107ee51ee9be2a44	Nanopore SQK-LSK114
B135S23	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S23.fastq.gz	4611c3718bb09c42cd38a12cf827edc7	Nanopore SQK-LSK114
B135S24	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S24.fastq.gz	d3c3f363283c4bee9ca010a1b13b5117	Nanopore SQK-LSK114
B135S25	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S25.fastq.gz	79da13fbfa33ee47eae16771935a65ec	Nanopore SQK-LSK114
B135S26	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S26.fastq.gz	8edc34e3c21c8612f9498edebe7ad57b	Nanopore SQK-LSK114
B135S27	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S27.fastq.gz	71165758e9646a8d767af37828c47f99	Nanopore SQK-LSK114
B135S28	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S28.fastq.gz	70c0ce50d3d580c56312a1b35121b32d	Nanopore SQK-LSK114
B135S29	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B135S29.fastq.gz	377f3f12bc023ac0113b5d3765336d56	Nanopore SQK-LSK114
B135S2	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S2.fastq.gz	718a22b0b997299218d7f85bf3ddb9ea	Nanopore SQK-LSK114
B135S3	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S3.fastq.gz	5dafadde3ab71606b126bfd95792aa8f	Nanopore SQK-LSK114
B135S4	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S4.fastq.gz	207e1f192b9673aff4ad9706208dbebe	Nanopore SQK-LSK114
B135S5	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S5.fastq.gz	c4f1a1f5f4fa60e2e5f6121da3a6ec8c	Nanopore SQK-LSK114
B135S6	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S6.fastq.gz	565c369eeaf25177a2d629199d276bfe	Nanopore SQK-LSK114
B135S7	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S7.fastq.gz	2160fcd2fd84ac7b26b75f6f94b0a6e6	Nanopore SQK-LSK114
B135S8	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B135S8.fastq.gz	adbd0a3c6d554a774ec6878053075365	Nanopore SQK-LSK114
B135S9	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B135S9.fastq.gz	55fccc02478287ba08d5144ea7546ac9	Nanopore SQK-LSK114
B136S10	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B136S10.fastq.gz	c54c43004de0190d3c4d819524c1ca9e	Nanopore SQK-LSK114
B136S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B136S1.fastq.gz	bfc83817d9516b32424deb211047917d	Nanopore SQK-LSK114
B136S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B136S2.fastq.gz	495873439ddafe9465517e84fa376407	Nanopore SQK-LSK114
B136S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B136S3.fastq.gz	2326b469b0409927f5a3ea3c01e3dea8	Nanopore SQK-LSK114
B136S4	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B136S4.fastq.gz	7c5522ee8476902f255f16fdd071f673	Nanopore SQK-LSK114
B136S5	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B136S5.fastq.gz	32da484ba4233b66815eeb61ce809f7d	Nanopore SQK-LSK114
B136S6	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B136S6.fastq.gz	ec2b718ea441d8539f67f0d63dbb7fbd	Nanopore SQK-LSK114
B136S7	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B136S7.fastq.gz	9df0c1eefbd0aa6a430a0572cabb2e59	Nanopore SQK-LSK114
B136S8	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B136S8.fastq.gz	fb30dcf8619052d712a97bee5306ebc8	Nanopore SQK-LSK114
B136S9	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B136S9.fastq.gz	f91e0630a010bdf1c62debfd519ff87f	Nanopore SQK-LSK114
B138S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B138S1.fastq.gz	08d628443265012f4a5f5dff0f17db40	Nanopore SQK-LSK114
B13S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B13S1.fastq.gz	64a185c6fdaf7c1cadbd08a61978f838	Nanopore SQK-LSK114
B13S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B13S2.fastq.gz	e035d7f3894a0c4d5bca6b9454d348ab	Nanopore SQK-LSK114
B13S3	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B13S3.fastq.gz	17dac1af78b6021433870f56a32f4073	Nanopore SQK-LSK114
B13S4	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B13S4.fastq.gz	8caac8d718e00964edb02ff1048a7111	Nanopore SQK-LSK114
B140S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B140S1.fastq.gz	a1b8a98a85dc78fdb806600e35a7c73c	Nanopore SQK-LSK114
B140S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B140S2.fastq.gz	3db5e0e0f5b1988a1863fcc7365763cf	Nanopore SQK-LSK114
B140S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B140S3.fastq.gz	1d0197dad280352b0da16a894580c97c	Nanopore SQK-LSK114
B141S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B141S1.fastq.gz	926e11fc539b709654876c5b14ca56a3	Nanopore SQK-LSK114
B141S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B141S2.fastq.gz	8163e9c2427fde1c976ed47ac0d43d02	Nanopore SQK-LSK114
B146S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B146S1.fastq.gz	99dbf8f1ea926fcfbff1899f6312733a	Nanopore SQK-LSK114
B146S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B146S2.fastq.gz	2aa76df2f66da7d3940dbb561710f52d	Nanopore SQK-LSK114
B146S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B146S3.fastq.gz	0e866f29f2211b4a3b18b6edbd0c687d	Nanopore SQK-LSK114
B147S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B147S1.fastq.gz	1f1c17cc466894b903a3b167f255d8a8	Nanopore SQK-LSK114
B147S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B147S2.fastq.gz	0eea99c393e31ff7f6df489fc8527cd8	Nanopore SQK-LSK114
B149S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B149S1.fastq.gz	624f8329542447c2e00e863559d9e6f1	Nanopore SQK-LSK114
B149S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B149S2.fastq.gz	e03d1280146e85f3967026fa3d305ae6	Nanopore SQK-LSK114
B149S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B149S3.fastq.gz	2ab92e7bb10ef10638e3f4014295252a	Nanopore SQK-LSK114
B149S4	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B149S4.fastq.gz	7030fb9ab055bf598064fa18dbf39f0e	Nanopore SQK-LSK114
B149S5	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B149S5.fastq.gz	845a4e5f5d87003d0f1f51020331a0c5	Nanopore SQK-LSK114
B149S6	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B149S6.fastq.gz	06d3bb80f19ed20465169199ea36a5fc	Nanopore SQK-LSK114
B149S7	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B149S7.fastq.gz	461beffbb92a98092019a11019a40f03	Nanopore SQK-LSK114
B149S8	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B149S8.fastq.gz	73c94cead34e36796795a6358177a239	Nanopore SQK-LSK114
B14S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B14S1.fastq.gz	22d5c211544f934814ccbd3881ff9283	Nanopore SQK-LSK114
B14S2	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B14S2.fastq.gz	85014c77d0625dfd8507b8a620bf250c	Nanopore SQK-LSK114
B150S10	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B150S10.fastq.gz	3a472d4f107a921c83dff8b59a76ed7e	Nanopore SQK-LSK114
B150S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B150S1.fastq.gz	003007caaba14599a052cf1c41e5b7b0	Nanopore SQK-LSK114
B150S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B150S2.fastq.gz	1b3075fe53356dfcd11e71cfd9c3e6ce	Nanopore SQK-LSK114
B150S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B150S3.fastq.gz	c044aeeae752ddbad019554180b7deb7	Nanopore SQK-LSK114
B150S4	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B150S4.fastq.gz	2c59e4fea0970246cb37a5af37830438	Nanopore SQK-LSK114
B150S5	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B150S5.fastq.gz	16d9b1acaa8d40a9a123b3482e2d2353	Nanopore SQK-LSK114
B150S6	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B150S6.fastq.gz	52be75cc5452991337bddf826bc3b106	Nanopore SQK-LSK114
B150S7	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B150S7.fastq.gz	0e97e9be9e9b808735153ec82be81159	Nanopore SQK-LSK114
B150S8	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B150S8.fastq.gz	e57f44fb4baefde230fcf7f7e1f82659	Nanopore SQK-LSK114
B150S9	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B150S9.fastq.gz	157bf1b0d3054d94c79d1dc46c55408e	Nanopore SQK-LSK114
B151S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B151S1.fastq.gz	f926e8ff4e0f38e4fcccd1437c62129a	Nanopore SQK-LSK114
B151S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B151S2.fastq.gz	0ae3ca8eaafab2ea1fd7c8ab0283ae7b	Nanopore SQK-LSK114
B151S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B151S3.fastq.gz	a2dafc931c10662ebb4b03429eb0f795	Nanopore SQK-LSK114
B151S4	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B151S4.fastq.gz	36fb430abf8cc5377f8277803a780e3b	Nanopore SQK-LSK114
B155S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B155S1.fastq.gz	6e3199ac23cfa662a5ab38ab503e0292	Nanopore SQK-LSK114
B155S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B155S2.fastq.gz	5694b38361670523b31401cd89ec1412	Nanopore SQK-LSK114
B155S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B155S3.fastq.gz	08b08eda7072117d152af7e379650868	Nanopore SQK-LSK114
B156S10	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S10.fastq.gz	68197acda9489a6227b38b67a17e5506	Nanopore SQK-LSK114
B156S11	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S11.fastq.gz	b1cdfb01c859e7f691965ed3d7b4ba40	Nanopore SQK-LSK114
B156S12	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S12.fastq.gz	8568d2b7797c773afce47550602680fe	Nanopore SQK-LSK114
B156S13	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S13.fastq.gz	4b8097ab703eaf08538213fba8ff1d86	Nanopore SQK-LSK114
B156S14	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S14.fastq.gz	a542187ee59123b0283cbc7c22aa0fe6	Nanopore SQK-LSK114
B156S15	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B156S15.fastq.gz	9c1379f70aedd68fc19ab2cf2e2371ef	Nanopore SQK-LSK114
B156S16	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S16.fastq.gz	6fb7c9acfee37c9065a07353c1535c0a	Nanopore SQK-LSK114
B156S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S1.fastq.gz	565a58d3e3d3aff8998cf5fd4fdfbc96	Nanopore SQK-LSK114
B156S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S2.fastq.gz	4e059e1a87ab194546efb98e39f1ee6c	Nanopore SQK-LSK114
B156S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S3.fastq.gz	626377a6b02c35e0e75070fc308273b4	Nanopore SQK-LSK114
B156S4	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S4.fastq.gz	84f9ab836c3ba3a1e89694cb9de29c2e	Nanopore SQK-LSK114
B156S5	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S5.fastq.gz	1a8b3a117359f3d3863222735b17f6dc	Nanopore SQK-LSK114
B156S6	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S6.fastq.gz	f7ba6265dbc0279b2772b84c2ee28023	Nanopore SQK-LSK114
B156S7	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S7.fastq.gz	3215d61fbdd3addf79d26993b82eced5	Nanopore SQK-LSK114
B156S8	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S8.fastq.gz	47d32b73cfaa859317c272dbcee0fcae	Nanopore SQK-LSK114
B156S9	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B156S9.fastq.gz	2b26dcb2ffee8ce093e6383888e606d3	Nanopore SQK-LSK114
B15S1	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B15S1.fastq.gz	78616aa3f8ed829c48de0c0f5cda658b	Nanopore SQK-LSK114
B160S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B160S1.fastq.gz	0ca0e6745355181b2fc07e1c5b218acb	Nanopore SQK-LSK114
B160S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B160S2.fastq.gz	b38688411f19f6dd7e2d8e27623a1e2a	Nanopore SQK-LSK114
B160S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B160S3.fastq.gz	f34eb77577e2789703c85716aad029bd	Nanopore SQK-LSK114
B165S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B165S1.fastq.gz	ca559f306e3201999b47e01902c42982	Nanopore SQK-LSK114
B166S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B166S1.fastq.gz	9068f889bd0ffe1d88ac5e26284c0475	Nanopore SQK-LSK114
B166S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B166S2.fastq.gz	87ebe5a93d14cd3bc679497eb27f3ddf	Nanopore SQK-LSK114
